article_id,model_id,last_id,sports_categories,gender_last,laces_type,vamp_material,insole_length,ball_girth,ball_width,heel_width,toe_height,heel_spring,too_small,too_large
2207,181,230,Running,Male,laces,mesh,275.8,250.5,93.9,67,25.2,10.5,0.11941992309629924,0.0911343857794516
2217,1815,233,Running,Male,laces,cotton,274.7,248.5,95.9,63.5,27.6,11,0.014871893175057578,0.10626333833387566
2220,1817,466,Basketball,Male,laces,synthetic,282.1,257,100.3,68.5,27.5,11,0.07535969674518708,0.2951788077720749
2221,1817,466,Basketball,Male,laces,synthetic,282.1,257,100.3,68.5,27.5,11,0.0634141912227908,0.29385454442480313
2222,1817,466,Basketball,Male,laces,synthetic,282.1,257,100.3,68.5,27.5,11,0.061363191292796535,0.2673417350037455
2223,1817,466,Basketball,Male,laces,synthetic,282.1,257,100.3,68.5,27.5,11,0.055821962802978714,0.2802698123461413
2228,182,335,Running,Male,sock,leather,278.5,240.5,94.4,69,25.8,8.5,0.055608112545976265,0.052843981160604486
2229,182,335,Running,Male,sock,leather,278.5,240.5,94.4,69,25.8,8.5,0.059502063761305665,0.025972337568965456
2240,1823,143,Basketball,Female,laces,synthetic,274,250,95,65,25.9,7.5,0.1788580169088136,0.24143193946015373
2241,1823,143,Basketball,Female,laces,synthetic,274,250,95,65,25.9,7.5,0.16657487534780263,0.24280293730905686
2254,183,387,Running,Female,laces,cotton,275.2,249.5,96.8,66,25.3,8.5,0.09984136576894728,0.05986902173216294
2255,183,387,Running,Female,laces,cotton,275.2,249.5,96.8,66,25.3,8.5,0.06988419985064459,0.07836257285699712
2256,183,387,Running,Female,laces,cotton,275.2,249.5,96.8,66,25.3,8.5,0.06889467306663037,0.08092871447782685
2277,1837,379,Running,Male,laces,cotton,276.5,259.5,97.2,68,26.4,4,0.31869837844757987,0.05911642875211448
2278,1837,379,Running,Male,laces,cotton,276.5,259.5,97.2,68,26.4,4,0.2981600908563719,0.051636536059129205
2279,1837,379,Running,Male,laces,cotton,276.5,259.5,97.2,68,26.4,4,0.30691805258318117,0.06303581331390033
2290,1840,31,Basketball,Female,sock,synthetic,274,250,99.4,68.5,23.2,10,0.21488267198140013,0.16170102682987617
2291,1840,31,Basketball,Female,sock,synthetic,274,250,99.4,68.5,23.2,10,0.20412078029860917,0.15734122827125574
2292,1841,20,Basketball,Female,laces,leather,282.7,260,103.8,68,26.4,11.5,0.0888848994792972,0.24546912382169978
2293,1841,20,Basketball,Female,laces,leather,282.7,260,103.8,68,26.4,11.5,0.07174056980339635,0.27894957817332383
2294,1841,20,Basketball,Female,laces,leather,282.7,260,103.8,68,26.4,11.5,0.07080770077853879,0.252342424131953
2295,1841,20,Basketball,Female,laces,leather,282.7,260,103.8,68,26.4,11.5,0.0759102230412901,0.271673512432126
2302,1845,346,Running,Male,sock,synthetic,271.6,238,91.3,63,24.7,8,0.19869045959696127,0.005607997960273102
2303,1845,346,Running,Male,sock,synthetic,271.6,238,91.3,63,24.7,8,0.18630902751468142,0.02157041839457418
2304,1847,68,Running,Male,sock,synthetic,275.6,254.5,95.5,65.5,29.1,10,0.20224325828513987,0.18314943324714833
2306,1847,68,Running,Male,sock,synthetic,275.6,254.5,95.5,65.5,29.1,10,0.19538034484224936,0.18578969646369473
2307,1847,68,Running,Male,sock,synthetic,275.6,254.5,95.5,65.5,29.1,10,0.20884748554333932,0.16378999261579774
2308,1848,320,Running,Male,laces,leather,279,253.5,97.1,64,24,8,0.15968794531296626,0.04261759688351724
2309,1849,176,Basketball,Male,sock,leather,274.5,261.5,100.7,67,26.6,10,0.15377235274513595,0.4205766227954758
2310,1849,176,Basketball,Male,sock,leather,274.5,261.5,100.7,67,26.6,10,0.13192024926678236,0.42211067341208935
2311,1849,176,Basketball,Male,sock,leather,274.5,261.5,100.7,67,26.6,10,0.13310172652787783,0.4041791369879829
2321,1851,218,Running,Female,laces,cotton,274.5,258,101.5,66.5,27.9,10,0.11447570848208481,0.08501145637868371
2322,1851,218,Running,Female,laces,cotton,274.5,258,101.5,66.5,27.9,10,0.1338676240304922,0.08977032792261895
2323,1851,218,Running,Female,laces,cotton,274.5,258,101.5,66.5,27.9,10,0.11760254964307139,0.09592206670048115
2328,1853,246,Basketball,Female,laces,strung,278.2,257,97.9,67,24.3,12.5,0.16137671434552148,0.3733015296899771
2329,1853,246,Basketball,Female,laces,strung,278.2,257,97.9,67,24.3,12.5,0.1526814149138256,0.3780716404570941
2330,1853,246,Basketball,Female,laces,strung,278.2,257,97.9,67,24.3,12.5,0.14703421848166054,0.4087587911651712
2331,1853,246,Basketball,Female,laces,strung,278.2,257,97.9,67,24.3,12.5,0.14707828038265097,0.3938607396054775
2332,1853,246,Basketball,Female,laces,strung,278.2,257,97.9,67,24.3,12.5,0.16546171089032158,0.373193611170131
2333,1855,314,Running,Male,laces,cotton,273.5,251.5,97.5,65,25.5,13,0.21068360797165864,0.09018010481759565
2334,1855,314,Running,Male,laces,cotton,273.5,251.5,97.5,65,25.5,13,0.21678492548612852,0.09172338107153982
2335,1855,314,Running,Male,laces,cotton,273.5,251.5,97.5,65,25.5,13,0.24783333695097173,0.07196543273021529
2336,1855,314,Running,Male,laces,cotton,273.5,251.5,97.5,65,25.5,13,0.24720491355054952,0.06971748043029673
2337,1856,335,Running,Male,laces,cotton,278.5,240.5,94.4,69,25.8,8.5,0.035044379798871234,0.0467046386106032
2338,1856,335,Running,Male,laces,cotton,278.5,240.5,94.4,69,25.8,8.5,0.046472175090227594,0.023551162798950247
2360,1863,255,Running,Female,laces,mesh,278.2,254.5,94.5,67,27.9,11.5,0.2808164900537626,0.11472115460191859
2363,1863,255,Running,Female,laces,mesh,278.2,254.5,94.5,67,27.9,11.5,0.2655386066886194,0.13315747002574782
2373,1866,301,Football,Male,sock,mesh,275.5,250,94.4,68.5,22.1,6,0.21426313574697234,0.012783427009875158
2376,1869,314,Running,Male,sock,strung,273.5,251.5,97.5,65,25.5,13,0.24303557014909413,0.07616439003039835
2377,1869,314,Running,Male,sock,strung,273.5,251.5,97.5,65,25.5,13,0.25478599906104105,0.0876499234887201
2378,187,332,Football,Female,sock,mesh,276.8,249.5,91.1,65.5,24.7,8.5,0.11465605401804879,0.1324335951572206
2379,187,332,Football,Female,sock,mesh,276.8,249.5,91.1,65.5,24.7,8.5,0.09811501004154313,0.12414427179306176
2380,187,332,Football,Female,sock,mesh,276.8,249.5,91.1,65.5,24.7,8.5,0.13027980429166794,0.10973162550853033
2385,1871,135,Basketball,Female,sock,leather,272.9,240,92.6,67,26.5,12,0.15534732458258366,0.169692536327835
2396,1875,395,Basketball,Male,laces,mesh,273.6,247,94,68,26.7,7.5,0.15655051764247532,0.3435820146813318
2417,1882,325,Running,Female,laces,mesh,274,243.5,94.8,65.5,26.1,13,0.21249185982860425,0.08209415604461322
2437,1889,320,Running,Male,sock,strung,279,253.5,97.1,64,24,8,0.1751315936715516,0.04577577848810814
2438,1889,320,Running,Male,sock,strung,279,253.5,97.1,64,24,8,0.14592958773519363,0.02657686908990175
2439,1889,320,Running,Male,sock,strung,279,253.5,97.1,64,24,8,0.15491657331016548,0.031183792615715435
2440,189,298,Running,Male,laces,cotton,275.6,251,95.1,66.5,25.3,10.5,0.2969783499037552,0.07244381737538136
2467,1896,249,Running,Female,sock,mesh,275.7,254.5,97.9,66,26.3,9,0.23500290298423523,0.049815949381298116
2471,1899,68,Running,Male,laces,mesh,275.6,254.5,95.5,65.5,29.1,10,0.222428693509313,0.17688642222260478
2490,1904,269,Running,Male,laces,strung,273.8,243,91.5,66,24.8,8.5,0.06307632249687452,0.12888555245216093
2491,1904,269,Running,Male,laces,strung,273.8,243,91.5,66,24.8,8.5,0.07520101260910779,0.11213599717721384
2492,1904,269,Running,Male,laces,strung,273.8,243,91.5,66,24.8,8.5,0.0890897545747971,0.11391309329490737
2493,1904,269,Running,Male,laces,strung,273.8,243,91.5,66,24.8,8.5,0.08387663667169167,0.11404857360774609
2494,1904,269,Running,Male,laces,strung,273.8,243,91.5,66,24.8,8.5,0.0749363745036968,0.13087154747551627
2495,1904,269,Running,Male,laces,strung,273.8,243,91.5,66,24.8,8.5,0.0767097978815034,0.1196135599597892
2497,1905,483,Basketball,Male,laces,strung,271.9,246,94.4,60.5,27.6,13.5,0.09925182894067644,0.20519533114715602
2498,1905,483,Basketball,Male,laces,strung,271.9,246,94.4,60.5,27.6,13.5,0.11649408803612152,0.18408045350871355
2526,1914,98,Basketball,Male,laces,strung,276.6,257.5,95.2,67.5,24.1,9.5,0.18230424489129152,0.37469823273432135
2527,1914,98,Basketball,Male,laces,strung,276.6,257.5,95.2,67.5,24.1,9.5,0.18694756668715748,0.39221887953700635
2528,1914,98,Basketball,Male,laces,strung,276.6,257.5,95.2,67.5,24.1,9.5,0.1881179919686607,0.39498737019057983
2533,1917,149,Running,Male,laces,cotton,275.8,245.5,93.1,67,28.1,7,0.14737722295717984,0.09850433948608203
2534,1917,149,Running,Male,laces,cotton,275.8,245.5,93.1,67,28.1,7,0.16782537979878848,0.1099432611628135
2535,1917,149,Running,Male,laces,cotton,275.8,245.5,93.1,67,28.1,7,0.1565628868073732,0.07809556692226234
2536,1917,149,Running,Male,laces,cotton,275.8,245.5,93.1,67,28.1,7,0.15552540867715747,0.10748667631341782
2539,1919,26,Basketball,Male,sock,synthetic,270.5,243.5,95.9,66,26.9,6,0.186675647424414,0.37962382095282354
2544,1920,388,Running,Female,sock,cotton,277.1,244.5,91.9,62.5,25.9,7,0.09131132255246584,0.06918903855292577
2564,1928,80,Basketball,Male,laces,cotton,279,254,97.1,67,24.6,7,0.19478574959772216,0.3436115573363424
2565,1928,80,Basketball,Male,laces,cotton,279,254,97.1,67,24.6,7,0.2032241497909005,0.3261457679298822
2591,1939,61,Basketball,Male,laces,cotton,272.3,239,94.1,68,23.9,4.5,0.31306728154731045,0.38340497772537263
2592,1939,61,Basketball,Male,laces,cotton,272.3,239,94.1,68,23.9,4.5,0.3116809312635239,0.38132286682862887
2593,1939,61,Basketball,Male,laces,cotton,272.3,239,94.1,68,23.9,4.5,0.2976381068088775,0.3895658567570679
2601,1942,301,Football,Male,laces,leather,275.5,250,94.4,68.5,22.1,6,0.2128968832360523,0.018243797438805345
2634,1956,322,Basketball,Male,laces,strung,276.7,250,99.1,67.5,26,5.5,0.19246340971224596,0.31666233991082093
2635,1956,322,Basketball,Male,laces,strung,276.7,250,99.1,67.5,26,5.5,0.19266605363123102,0.32975771635677553
2636,1956,322,Basketball,Male,laces,strung,276.7,250,99.1,67.5,26,5.5,0.1588389862683298,0.34494090868646027
2638,1957,31,Basketball,Female,sock,leather,274,250,99.4,68.5,23.2,10,0.22228314196480925,0.17152764760997308
2684,1976,232,Running,Female,laces,cotton,277.8,249,95.2,67.5,28.4,7.5,0.1503719415971326,0.04327372423817589
2685,1976,232,Running,Female,laces,cotton,277.8,249,95.2,67.5,28.4,7.5,0.11605375426324314,0.05703698668278841
2686,1976,232,Running,Female,laces,cotton,277.8,249,95.2,67.5,28.4,7.5,0.1178439064521309,0.07623699737732198
2692,1978,298,Running,Male,laces,cotton,275.6,251,95.1,66.5,25.3,10.5,0.2920137465931712,0.07065823953537413
2699,1980,366,Running,Male,sock,cotton,275.9,255,94.9,64,26.8,17,0.17924312794293065,0.138422358035548
2700,1980,366,Running,Male,sock,cotton,275.9,255,94.9,64,26.8,17,0.17305846942163733,0.14291290519575942
2701,1980,366,Running,Male,sock,cotton,275.9,255,94.9,64,26.8,17,0.15854728601120827,0.1715545445667038
2711,1984,102,Running,Male,sock,cotton,273.6,246,93.6,64.5,25.6,1.5,0.17408403796533972,0.17953263972258574
2712,1985,466,Basketball,Male,sock,leather,282.1,257,100.3,68.5,27.5,11,0.04707616293169685,0.2803028868606922
2713,1985,466,Basketball,Male,sock,leather,282.1,257,100.3,68.5,27.5,11,0.061318633509739144,0.2701680082865131
2714,1985,466,Basketball,Male,sock,leather,282.1,257,100.3,68.5,27.5,11,0.08310715210801678,0.30095798213764424
2715,1985,466,Basketball,Male,sock,leather,282.1,257,100.3,68.5,27.5,11,0.04666766718212621,0.2732389396387058
2726,1989,61,Basketball,Male,laces,strung,272.3,239,94.1,68,23.9,4.5,0.29828467581809104,0.3972943058763979
2751,1999,367,Running,Male,laces,synthetic,272.1,232,91,65.5,23.9,7.5,0.12614427712297838,0.11696261905738514
2752,1999,367,Running,Male,laces,synthetic,272.1,232,91,65.5,23.9,7.5,0.1428867776503975,0.0799834403091705
2753,1999,367,Running,Male,laces,synthetic,272.1,232,91,65.5,23.9,7.5,0.13025431074731467,0.10286846743747963
2754,1999,367,Running,Male,laces,synthetic,272.1,232,91,65.5,23.9,7.5,0.1284503999340907,0.0913441948821769
2760,20,149,Running,Male,sock,synthetic,275.8,245.5,93.1,67,28.1,7,0.1469803108492711,0.0795508401077457
2779,2006,443,Running,Male,laces,leather,272.5,239.5,96,64.5,20.4,10,0.23522344231202558,0.05159154630318699
2780,2006,443,Running,Male,laces,leather,272.5,239.5,96,64.5,20.4,10,0.24122194221874302,0.05059534955991673
2781,2007,66,Basketball,Male,sock,synthetic,276.2,258,95.8,63.5,26.4,7,0.1549225168868708,0.24834565758185315
2782,2007,66,Basketball,Male,sock,synthetic,276.2,258,95.8,63.5,26.4,7,0.15814951637774743,0.26456331783542464
2789,201,249,Running,Female,sock,mesh,275.7,254.5,97.9,66,26.3,9,0.24561239892723574,0.0412308514291203
2790,201,249,Running,Female,sock,mesh,275.7,254.5,97.9,66,26.3,9,0.2266932283860277,0.04308375184143475
2791,201,249,Running,Female,sock,mesh,275.7,254.5,97.9,66,26.3,9,0.2572611325800302,0.037074576643524856
2792,201,249,Running,Female,sock,mesh,275.7,254.5,97.9,66,26.3,9,0.2598423487626715,0.06462301606815302
2793,201,249,Running,Female,sock,mesh,275.7,254.5,97.9,66,26.3,9,0.26296456260250434,0.044370862329497635
2814,2016,368,Running,Female,laces,cotton,273.3,249,98.9,68.5,23.8,9,0.12229548431149014,0.03141654261996739
2818,2018,232,Running,Female,sock,synthetic,277.8,249,95.2,67.5,28.4,7.5,0.13183932817706867,0.049925935750987284
2819,2018,232,Running,Female,sock,synthetic,277.8,249,95.2,67.5,28.4,7.5,0.14642226249699453,0.04776769986105357
2820,2018,232,Running,Female,sock,synthetic,277.8,249,95.2,67.5,28.4,7.5,0.15556400533314363,0.06471529596215297
2821,2018,232,Running,Female,sock,synthetic,277.8,249,95.2,67.5,28.4,7.5,0.13444012502901923,0.07898180591925716
2827,2020,421,Basketball,Male,laces,cotton,278.8,249.5,96.9,68,28.3,9.5,0.08696021327639586,0.24072221407497613
2828,2020,421,Basketball,Male,laces,cotton,278.8,249.5,96.9,68,28.3,9.5,0.09194859763118396,0.22676538733842544
2836,2022,325,Running,Female,laces,strung,274,243.5,94.8,65.5,26.1,13,0.23164847764826774,0.06873453341479749
2837,2022,325,Running,Female,laces,strung,274,243.5,94.8,65.5,26.1,13,0.2282604263960148,0.07833687356725312
2838,2022,325,Running,Female,laces,strung,274,243.5,94.8,65.5,26.1,13,0.2456242901603003,0.09580784359219699
2839,2022,325,Running,Female,laces,strung,274,243.5,94.8,65.5,26.1,13,0.21426983548039927,0.0748827968422026
2841,2024,232,Running,Female,sock,mesh,277.8,249,95.2,67.5,28.4,7.5,0.14376423337567204,0.0705771979149398
2842,2024,232,Running,Female,sock,mesh,277.8,249,95.2,67.5,28.4,7.5,0.132393920991164,0.06628994275833816
2846,2026,155,Running,Female,laces,cotton,269.7,241.5,92.4,66,24.4,6.5,0.15874917180712594,0.23080080251020327
2850,2029,255,Running,Female,sock,cotton,278.2,254.5,94.5,67,27.9,11.5,0.2773465026197733,0.12169786529958082
2862,2034,400,Running,Male,sock,cotton,274.1,253,96.6,66.5,25.5,12,0.06759805127373271,0.08827438303605034
2863,2034,400,Running,Male,sock,cotton,274.1,253,96.6,66.5,25.5,12,0.06440386150789512,0.08787624967363855
2864,2034,400,Running,Male,sock,cotton,274.1,253,96.6,66.5,25.5,12,0.06143848744924256,0.09883221670834358
2865,2034,400,Running,Male,sock,cotton,274.1,253,96.6,66.5,25.5,12,0.07869226062912249,0.10148742392020357
2871,2037,341,Running,Male,laces,cotton,273,246.5,95.4,66.5,26.4,11,0.30712481061250074,0.07897867185782428
2872,2037,341,Running,Male,laces,cotton,273,246.5,95.4,66.5,26.4,11,0.30193011316580287,0.06184724875823606
2884,2042,495,Running,Male,sock,strung,276.8,243,94.5,64.5,27.6,5.5,0.1616840234377446,0.057525341125504566
2885,2042,495,Running,Male,sock,strung,276.8,243,94.5,64.5,27.6,5.5,0.15425302839367908,0.08728252164868242
2886,2042,495,Running,Male,sock,strung,276.8,243,94.5,64.5,27.6,5.5,0.17233120924271264,0.07960125479520994
2887,2042,495,Running,Male,sock,strung,276.8,243,94.5,64.5,27.6,5.5,0.17197056430599456,0.0768543113544941
2888,2042,495,Running,Male,sock,strung,276.8,243,94.5,64.5,27.6,5.5,0.14009384431940855,0.08897726147920518
2899,2046,228,Running,Female,laces,mesh,275.4,249.5,93.4,64,28.4,13,0.07405223818390183,0.14399859284265984
2900,2046,228,Running,Female,laces,mesh,275.4,249.5,93.4,64,28.4,13,0.06918409271676479,0.1465514147421239
2901,2047,61,Basketball,Male,laces,synthetic,272.3,239,94.1,68,23.9,4.5,0.29732954697671315,0.3797058497076598
2904,2047,61,Basketball,Male,laces,synthetic,272.3,239,94.1,68,23.9,4.5,0.30262017421418186,0.39491525236453917
2905,2047,61,Basketball,Male,laces,synthetic,272.3,239,94.1,68,23.9,4.5,0.30356787614735303,0.3827829835222241
2911,205,95,Basketball,Male,sock,strung,276.6,250.5,100,67,28.2,6.5,0.12471856725295649,0.34753918850827875
2912,205,95,Basketball,Male,sock,strung,276.6,250.5,100,67,28.2,6.5,0.10175726096844215,0.34402689038633716
2913,205,95,Basketball,Male,sock,strung,276.6,250.5,100,67,28.2,6.5,0.10588298693574841,0.3301232766131661
2934,2056,267,Basketball,Male,sock,mesh,275.4,244.5,95.4,67,22.2,9.5,0.2605762421762732,0.22580415962499764
2955,2064,322,Basketball,Male,sock,cotton,276.7,250,99.1,67.5,26,5.5,0.19999626308926371,0.33731755440909017
2956,2064,322,Basketball,Male,sock,cotton,276.7,250,99.1,67.5,26,5.5,0.1703488627256058,0.3478144824597526
2967,2071,340,Basketball,Male,laces,strung,274.6,261.5,96.7,62,28.9,10.5,0.04440777888951662,0.35955256523105716
2969,2071,340,Basketball,Male,laces,strung,274.6,261.5,96.7,62,28.9,10.5,0.03712650328178037,0.37184990489026104
2970,2073,497,Basketball,Male,laces,synthetic,269.7,245,94,67,24.2,9,0.20434805260005073,0.3823845530795526
2971,2073,497,Basketball,Male,laces,synthetic,269.7,245,94,67,24.2,9,0.20942051793864308,0.3717633074619504
2999,2082,102,Running,Male,laces,leather,273.6,246,93.6,64.5,25.6,1.5,0.15419446067511802,0.20789595033628433
3000,2082,102,Running,Male,laces,leather,273.6,246,93.6,64.5,25.6,1.5,0.16773202465898016,0.187225990371994
3001,2082,102,Running,Male,laces,leather,273.6,246,93.6,64.5,25.6,1.5,0.15368256479527176,0.18844826248431862
3003,2084,255,Running,Female,laces,synthetic,278.2,254.5,94.5,67,27.9,11.5,0.2940608749728033,0.10092621959014376
3005,2084,255,Running,Female,laces,synthetic,278.2,254.5,94.5,67,27.9,11.5,0.27133714097845163,0.11999683473664365
3029,2093,61,Basketball,Male,laces,synthetic,272.3,239,94.1,68,23.9,4.5,0.29728249163223114,0.39025923631510456
3032,2095,154,Basketball,Male,sock,cotton,278.4,245,94.5,64,25.4,10.5,0.13520295767759644,0.32493560788752884
3033,2095,154,Basketball,Male,sock,cotton,278.4,245,94.5,64,25.4,10.5,0.14460508014121112,0.31554208795601596
3034,2095,154,Basketball,Male,sock,cotton,278.4,245,94.5,64,25.4,10.5,0.1392531565851809,0.31201964300717
3035,2095,154,Basketball,Male,sock,cotton,278.4,245,94.5,64,25.4,10.5,0.1501611860123849,0.3322292348238619
3043,2099,366,Running,Male,sock,cotton,275.9,255,94.9,64,26.8,17,0.18493242632381163,0.15432283736905264
3044,2099,366,Running,Male,sock,cotton,275.9,255,94.9,64,26.8,17,0.17478896966583368,0.15714518642221328
3047,210,351,Basketball,Male,laces,leather,277.6,246.5,93.9,67.5,27.5,8,0.16683928851245866,0.2910462118429647
3048,210,351,Basketball,Male,laces,leather,277.6,246.5,93.9,67.5,27.5,8,0.17170059170123764,0.3106598994663314
3050,2101,350,Basketball,Female,laces,strung,271.6,240.5,93.3,65,23.4,7.5,0.26037302361619,0.37583992416119205
3051,2101,350,Basketball,Female,laces,strung,271.6,240.5,93.3,65,23.4,7.5,0.26721225706965007,0.40119319751824645
3052,2101,350,Basketball,Female,laces,strung,271.6,240.5,93.3,65,23.4,7.5,0.25773770617579317,0.3738986395436751
3053,2101,350,Basketball,Female,laces,strung,271.6,240.5,93.3,65,23.4,7.5,0.2771360494576842,0.39080705499850643
3054,2101,350,Basketball,Female,laces,strung,271.6,240.5,93.3,65,23.4,7.5,0.24693454998042744,0.39834647449762145
3055,2101,350,Basketball,Female,laces,strung,271.6,240.5,93.3,65,23.4,7.5,0.2633659836183786,0.3671516383180312
3066,2105,387,Running,Female,sock,mesh,275.2,249.5,96.8,66,25.3,8.5,0.08555323585588953,0.0691447586651178
3067,2105,387,Running,Female,sock,mesh,275.2,249.5,96.8,66,25.3,8.5,0.07695762003545209,0.0885583777646432
3068,2105,387,Running,Female,sock,mesh,275.2,249.5,96.8,66,25.3,8.5,0.08864579322226616,0.06939681665868332
3069,2105,387,Running,Female,sock,mesh,275.2,249.5,96.8,66,25.3,8.5,0.09832151086392796,0.09090437524937905
3070,2105,387,Running,Female,sock,mesh,275.2,249.5,96.8,66,25.3,8.5,0.08264495833753467,0.07491487470259042
3077,2108,95,Basketball,Male,sock,synthetic,276.6,250.5,100,67,28.2,6.5,0.11464743019928841,0.3303547663947777
3084,2111,6,Football,Male,sock,mesh,275.5,250.5,94.7,66.5,25.3,7.5,0.12579168299538532,0.0056515672844811154
3085,2111,6,Football,Male,sock,mesh,275.5,250.5,94.7,66.5,25.3,7.5,0.13385519623986494,0.037596164717362136
3086,2111,6,Football,Male,sock,mesh,275.5,250.5,94.7,66.5,25.3,7.5,0.1233796402863632,0.03003106750545479
3099,2119,298,Running,Male,laces,leather,275.6,251,95.1,66.5,25.3,10.5,0.2711791611499182,0.058682094745902885
3100,2119,298,Running,Male,laces,leather,275.6,251,95.1,66.5,25.3,10.5,0.2893266985223464,0.04709817752503795
3101,2119,298,Running,Male,laces,leather,275.6,251,95.1,66.5,25.3,10.5,0.28731771745492174,0.07081962067455407
3102,2119,298,Running,Male,laces,leather,275.6,251,95.1,66.5,25.3,10.5,0.2982269514611572,0.04540241627216546
3112,2121,368,Running,Female,sock,mesh,273.3,249,98.9,68.5,23.8,9,0.141838751492454,0.043636323496881374
3113,2121,368,Running,Female,sock,mesh,273.3,249,98.9,68.5,23.8,9,0.12267387886011077,0.04651952053905085
3118,2123,17,Football,Female,sock,leather,270.2,242.5,93.9,65.5,25.2,5,0.27113568923138115,0.022532603151136945
3119,2123,17,Football,Female,sock,leather,270.2,242.5,93.9,65.5,25.2,5,0.23769985488502895,0.010083353195585086
3140,2133,366,Running,Male,sock,leather,275.9,255,94.9,64,26.8,17,0.18466692548578156,0.1614047946318029
3141,2133,366,Running,Male,sock,leather,275.9,255,94.9,64,26.8,17,0.1513157553643656,0.16567319165264108
3142,2133,366,Running,Male,sock,leather,275.9,255,94.9,64,26.8,17,0.16792741756668675,0.14487080181139636
3143,2133,366,Running,Male,sock,leather,275.9,255,94.9,64,26.8,17,0.1561878500143577,0.15473958661681958
3144,2133,366,Running,Male,sock,leather,275.9,255,94.9,64,26.8,17,0.1700152135115442,0.1756115500820009
3145,2133,366,Running,Male,sock,leather,275.9,255,94.9,64,26.8,17,0.18504223605194997,0.14152735983002696
3146,2134,192,Football,Male,laces,leather,276,253,94.6,69,28.5,8,0.03734948426742532,0.04781491339851776
3147,2134,192,Football,Male,laces,leather,276,253,94.6,69,28.5,8,0.04135960252630087,0.049305763107655526
3148,2134,192,Football,Male,laces,leather,276,253,94.6,69,28.5,8,0.03615440486935376,0.048380744525134085
3149,2134,192,Football,Male,laces,leather,276,253,94.6,69,28.5,8,0.027498568464822445,0.04179941666158102
3156,2139,218,Running,Female,sock,leather,274.5,258,101.5,66.5,27.9,10,0.12387110744860849,0.09029473276665873
3157,2139,218,Running,Female,sock,leather,274.5,258,101.5,66.5,27.9,10,0.12112836450211316,0.10149215109392659
3158,2139,218,Running,Female,sock,leather,274.5,258,101.5,66.5,27.9,10,0.12169225180433299,0.11451850066529756
3159,214,112,Running,Male,laces,synthetic,277.2,249,95,64,29.1,7,0.14598265073252056,0.08810231162128669
3160,214,112,Running,Male,laces,synthetic,277.2,249,95,64,29.1,7,0.14778561630357467,0.09611318009845801
3162,2141,102,Running,Male,laces,strung,273.6,246,93.6,64.5,25.6,1.5,0.1740515395236425,0.19833913926663685
3163,2141,102,Running,Male,laces,strung,273.6,246,93.6,64.5,25.6,1.5,0.14654064694641014,0.1889114727270446
3164,2141,102,Running,Male,laces,strung,273.6,246,93.6,64.5,25.6,1.5,0.16174418569694388,0.17888258259344555
3165,2141,102,Running,Male,laces,strung,273.6,246,93.6,64.5,25.6,1.5,0.17612586617625778,0.2047429136196436
3166,2142,320,Running,Male,sock,mesh,279,253.5,97.1,64,24,8,0.16178766547374515,0.02881387054961823
3169,2144,301,Football,Male,sock,mesh,275.5,250,94.4,68.5,22.1,6,0.2343193613479762,0.03895137155179906
3171,2146,261,Basketball,Male,sock,strung,276.6,246,96.1,65.5,29.4,12,0.04158239996054999,0.35742221557863807
3172,2146,261,Basketball,Male,sock,strung,276.6,246,96.1,65.5,29.4,12,0.042369881140500894,0.3595025649649606
3173,2146,261,Basketball,Male,sock,strung,276.6,246,96.1,65.5,29.4,12,0.02867177488736997,0.3297375559236936
3174,2146,261,Basketball,Male,sock,strung,276.6,246,96.1,65.5,29.4,12,0.04221845121704475,0.3305569348074023
3175,2147,279,Basketball,Female,sock,cotton,273.8,248.5,97.9,65.5,24.9,4,0.22978229697880792,0.3953388966724529
3176,2147,279,Basketball,Female,sock,cotton,273.8,248.5,97.9,65.5,24.9,4,0.23586678942530398,0.38216833709316683
3177,2148,238,Running,Female,laces,strung,273.3,246,92.6,63.5,25.5,9.5,0.12277720935772846,0.14695909106784324
3178,2148,238,Running,Female,laces,strung,273.3,246,92.6,63.5,25.5,9.5,0.09476215319700942,0.14246785221616218
3185,2151,232,Running,Female,laces,mesh,277.8,249,95.2,67.5,28.4,7.5,0.14710958939276353,0.06519515417215631
3186,2151,232,Running,Female,laces,mesh,277.8,249,95.2,67.5,28.4,7.5,0.13837814223427267,0.06374145950094012
3187,2151,232,Running,Female,laces,mesh,277.8,249,95.2,67.5,28.4,7.5,0.13762811115320017,0.055361901808269345
3188,2151,232,Running,Female,laces,mesh,277.8,249,95.2,67.5,28.4,7.5,0.125187003553202,0.07124635145868469
3201,2157,350,Basketball,Female,sock,cotton,271.6,240.5,93.3,65,23.4,7.5,0.258187606983303,0.39518300151650254
3202,2158,66,Basketball,Male,sock,cotton,276.2,258,95.8,63.5,26.4,7,0.18130585226118123,0.27524280609960605
3203,2158,66,Basketball,Male,sock,cotton,276.2,258,95.8,63.5,26.4,7,0.16176545739875683,0.24898698079874745
3204,2158,66,Basketball,Male,sock,cotton,276.2,258,95.8,63.5,26.4,7,0.1773784111908007,0.27609851303532
3205,2159,279,Basketball,Female,sock,cotton,273.8,248.5,97.9,65.5,24.9,4,0.24379796090009054,0.3705250250725022
3206,2159,279,Basketball,Female,sock,cotton,273.8,248.5,97.9,65.5,24.9,4,0.23976089794765457,0.37594466038875896
